id,ExperimentsIssues_000_RAW,ExperimentsIssues_001_RAW,ExperimentsIssues_002_RAW,ExperimentsIssues_003_RAW,ExperimentsIssues_004_RAW,ExperimentsIssues_005_RAW,ExperimentsIssues_000_DIR,ExperimentsIssues_001_DIR,ExperimentsIssues_IssuesExperiments_DIRd,ExperimentsIssues_003_DIR,ExperimentsIssues_005_DIR,ExperimentsIssues_RAW_NA,ExperimentsIssues_DIR_NA,ExperimentsIssues_FrequencyIssues_DIRd,ExperimentsIssues_WhoIsGod_DIRd,ExperimentsIssues_Experience_DIRd
38,,Sometimes,Spelling errors; Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,ghH5Rt2n2GrLchBSfJQQUXuaHJLZwQQ0ikNJfUNAJxkhkVc6fsPT2OzOwVOBwJRRIod74bDGByewQxx,Postdoc or non-ternure track Academic,,Sometimes,Spelling errors; Important content errors; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; ghH5Rt2n2GrLchBSfJQQUXuaHJLZwQQ0ikNJfUNAJxkhkVc6fsPT2OzOwVOBwJRRIod74bDGByewQxx,NA,2,1,1,Sometimes,NA,2
39,,Always,Spelling errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,L129d45HQGlUhOu7NO6c44gJyl6N3xdxmmj6B1YdNVIzpTZhnJhpI2Kin4t25Qb25iwhDo,Postdoc or non-ternure track Academic,,Always,Spelling errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; L129d45HQGlUhOu7NO6c44gJyl6N3xdxmmj6B1YdNVIzpTZhnJhpI2Kin4t25Qb25iwhDo,NA,2,1,1,Always,NA,2
4,,Often,Important content errors; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper,NA,NA,Senior academic,,Often,Important content errors; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; NA,NA,4,2,2,Often,NA,4
40,,Never,NA,"No, but my Research assistant is",NA,Postdoc or non-ternure track Academic,,Never,NA; NA,My research assistant,2,2,2,Never,My research assistant,2
41,,Always,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,14gj1Ch481enYU3wfaeXRUdcZQPgatLoo3pSsbq9D,Early Career Academic,,Always,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; 14gj1Ch481enYU3wfaeXRUdcZQPgatLoo3pSsbq9D,NA,3,1,1,Always,NA,3
42,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,2z5owcVaN4pdN9vwsxfm3HDhfR4D0oPNmwQuCfhjmrqwXcgYWkEf8m7HfUTTvcWqzIj,Early Career Academic,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; 2z5owcVaN4pdN9vwsxfm3HDhfR4D0oPNmwQuCfhjmrqwXcgYWkEf8m7HfUTTvcWqzIj,NA,3,1,1,Often,NA,3
43,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,A2bG4WnrtBLw6KFD7Wdktkf42aOUtHwY60,Early Career Academic,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; A2bG4WnrtBLw6KFD7Wdktkf42aOUtHwY60,NA,3,1,1,Often,NA,3
44,,Sometimes,Spelling errors; Data not what we expected; My friends do not have errors in their protocols; Other,NA,fNQqNuGCDutHQGVM7IAVNB6qA1ZEN9YHXyhUTFWzxQFzBk3BddfPNQ3IyBodMHi59tz,"Student (Master, PhD,...)",,Sometimes,Spelling errors; Data not what we expected; My friends do not have errors in their protocols; Other; fNQqNuGCDutHQGVM7IAVNB6qA1ZEN9YHXyhUTFWzxQFzBk3BddfPNQ3IyBodMHi59tz,NA,1,1,1,Sometimes,NA,1
45,,Often,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other,NA,RvAdTZ7i9aLPjLxJ3d5ug6pjLXhVEwELYaHTSX23t2,"Student (Master, PhD,...)",,Often,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other; RvAdTZ7i9aLPjLxJ3d5ug6pjLXhVEwELYaHTSX23t2,NA,1,1,1,Often,NA,1
46,,Sometimes,Spelling errors; Data preparation was harder than it could have been; My friends do not have errors in their protocols; Other,NA,OdLkiCK8V9sRemoVnZSkCeCEqURmVn0Sf1IRsR1IsoumNbBcpiS9TexEh0FBVL1qV3kp,Postdoc or non-ternure track Academic,,Sometimes,Spelling errors; Data preparation was harder than it could have been; My friends do not have errors in their protocols; Other; OdLkiCK8V9sRemoVnZSkCeCEqURmVn0Sf1IRsR1IsoumNbBcpiS9TexEh0FBVL1qV3kp,NA,2,1,1,Sometimes,NA,2
47,,Often,Spelling errors; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Other,NA,erMrAmA1sMvGBG7d3nQAdK9Eed5JfuHSLhgTOYzJTfD16FP9VokNwc9ElkX61a0rPTtkRivn7yKUQlgT,Senior academic,,Often,Spelling errors; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Other; erMrAmA1sMvGBG7d3nQAdK9Eed5JfuHSLhgTOYzJTfD16FP9VokNwc9ElkX61a0rPTtkRivn7yKUQlgT,NA,4,1,1,Often,NA,4
48,,Never,NA,Of course,NA,Postdoc or non-ternure track Academic,,Never,NA; NA,Me,2,2,2,Never,Me,2
49,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,KDJwftKQ7l8lqm8ntvcHhDBSPKI,Early Career Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; KDJwftKQ7l8lqm8ntvcHhDBSPKI,NA,3,1,1,Rarely,NA,3
5,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,KDO408BcqVjsmy5a26xVPw6Y7EQ8T3F8TUbcNH37oXsT90d6q9Zdr,Senior academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; KDO408BcqVjsmy5a26xVPw6Y7EQ8T3F8TUbcNH37oXsT90d6q9Zdr,NA,4,1,1,Rarely,NA,4
50,,Never,NA,"No, but my Research assistant is",NA,"Student (Master, PhD,...)",,Never,NA; NA,My research assistant,1,2,2,Never,My research assistant,1
51,,Sometimes,Match between hypotheses and data not clear,NA,NA,Early Career Academic,,Sometimes,Match between hypotheses and data not clear; NA,NA,3,2,2,Sometimes,NA,3
52,,Never,NA,Of course,NA,Postdoc or non-ternure track Academic,,Never,NA; NA,Me,2,2,2,Never,Me,2
53,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other,NA,gM48YowEmVekk35gcfO3rQ68zFraKaTIjvGzLo5,"Student (Master, PhD,...)",,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other; gM48YowEmVekk35gcfO3rQ68zFraKaTIjvGzLo5,NA,1,1,1,Rarely,NA,1
54,,Never,NA,"No, but my Research assistant is",NA,"Student (Master, PhD,...)",,Never,NA; NA,My research assistant,1,2,2,Never,My research assistant,1
55,,Always,Spelling errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,rwjSqqZSszA0RMYhv00sPTRTUIbEicqByRYvoBOAwPxr,Early Career Academic,,Always,Spelling errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; rwjSqqZSszA0RMYhv00sPTRTUIbEicqByRYvoBOAwPxr,NA,3,1,1,Always,NA,3
56,,Often,Important content errors,NA,NA,Postdoc or non-ternure track Academic,,Often,Important content errors; NA,NA,2,2,2,Often,NA,2
57,,Never,NA,Of course,NA,Early Career Academic,,Never,NA; NA,Me,3,2,2,Never,Me,3
58,,Always,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; My friends do not have errors in their protocols; Other,NA,m4b0fdakMCVqPBJ9WvSE7U47uRVJjUNIR9t8J8AMFT,"Student (Master, PhD,...)",,Always,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; My friends do not have errors in their protocols; Other; m4b0fdakMCVqPBJ9WvSE7U47uRVJjUNIR9t8J8AMFT,NA,1,1,1,Always,NA,1
59,,Never,NA,Of course,NA,Early Career Academic,,Never,NA; NA,Me,3,2,2,Never,Me,3
6,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,Ts5k2rZwhecoVKNfxSFEwCWSDF13rRu,"Student (Master, PhD,...)",,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; Ts5k2rZwhecoVKNfxSFEwCWSDF13rRu,NA,1,1,1,Often,NA,1
60,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,RM,Early Career Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; RM,NA,3,1,1,Rarely,NA,3
61,,Often,Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over,NA,NA,Postdoc or non-ternure track Academic,,Often,Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; NA,NA,2,2,2,Often,NA,2
62,,Sometimes,Errors in the coding of items; Errors so bad that my friend had to start over; My friends do not have errors in their protocols,NA,NA,Early Career Academic,,Sometimes,Errors in the coding of items; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; NA,NA,3,2,2,Sometimes,NA,3
63,,Sometimes,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,HcZoA09u1s2xQ4rz1v,Postdoc or non-ternure track Academic,,Sometimes,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; HcZoA09u1s2xQ4rz1v,NA,2,1,1,Sometimes,NA,2
64,,Sometimes,Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,tDSsKDjPDHZkKibUpCYRDWB9rG56,"Student (Master, PhD,...)",,Sometimes,Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; tDSsKDjPDHZkKibUpCYRDWB9rG56,NA,1,1,1,Sometimes,NA,1
65,,Often,Important content errors; Data preparation was harder than it could have been; Match between hypotheses and data not clear,NA,NA,Postdoc or non-ternure track Academic,,Often,Important content errors; Data preparation was harder than it could have been; Match between hypotheses and data not clear; NA,NA,2,2,2,Often,NA,2
66,,Rarely,Other,NA,jTzz2lfyYkYB1K6aklDjquuhPmZOCldKmvRkowbQDXEN7ToTC2Gx41MZCfAbhOHNh6giEQ4mkUHd,Senior academic,,Rarely,Other; jTzz2lfyYkYB1K6aklDjquuhPmZOCldKmvRkowbQDXEN7ToTC2Gx41MZCfAbhOHNh6giEQ4mkUHd,NA,4,1,1,Rarely,NA,4
67,,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,lpwjC1yG6ViS0rE66fXNAbNUUsoAlkg5h7lQ0quUGlkRRUmI8216kawk8y1d1rcySLCZJSXyYtCO1wCr7yQypg,Senior academic,,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; lpwjC1yG6ViS0rE66fXNAbNUUsoAlkg5h7lQ0quUGlkRRUmI8216kawk8y1d1rcySLCZJSXyYtCO1wCr7yQypg,NA,4,1,1,Sometimes,NA,4
68,,Never,NA,Of course,NA,Senior academic,,Never,NA; NA,Me,4,2,2,Never,Me,4
69,,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other,NA,VexQzLBfy2aONzF,"Student (Master, PhD,...)",,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other; VexQzLBfy2aONzF,NA,1,1,1,Sometimes,NA,1
6jbc0fa097qswtmh61gr,,Sometimes,My friends do not have errors in their protocols,NA,NA,NA,,Sometimes,My friends do not have errors in their protocols; NA,NA,NA,3,3,Sometimes,NA,NA
7,,Rarely,Data preparation was harder than it could have been; Errors so bad that my friend had to start over,NA,NA,Senior academic,,Rarely,Data preparation was harder than it could have been; Errors so bad that my friend had to start over; NA,NA,4,2,2,Rarely,NA,4
70,,Sometimes,Match between hypotheses and data not clear; My friends do not have errors in their protocols,NA,NA,Postdoc or non-ternure track Academic,,Sometimes,Match between hypotheses and data not clear; My friends do not have errors in their protocols; NA,NA,2,2,2,Sometimes,NA,2
71,,Rarely,Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper,NA,NA,"Student (Master, PhD,...)",,Rarely,Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; NA,NA,1,2,2,Rarely,NA,1
72,,Often,Match between hypotheses and data not clear; My friends do not have errors in their protocols,NA,NA,Postdoc or non-ternure track Academic,,Often,Match between hypotheses and data not clear; My friends do not have errors in their protocols; NA,NA,2,2,2,Often,NA,2
73,,Sometimes,Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other,NA,4U9NIyIkfCR8hqfP4v0wbvi,"Student (Master, PhD,...)",,Sometimes,Data preparation was harder than it could have been; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other; 4U9NIyIkfCR8hqfP4v0wbvi,NA,1,1,1,Sometimes,NA,1
74,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,KTFJ1OiDrlERNtHGiChNezIqX7tBaM1Uj,Early Career Academic,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; KTFJ1OiDrlERNtHGiChNezIqX7tBaM1Uj,NA,3,1,1,Often,NA,3
75,,Never,NA,Of course,NA,"Student (Master, PhD,...)",,Never,NA; NA,Me,1,2,2,Never,Me,1
76,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other,NA,KTFJ1OiDrlERNtHGiChNezIqX7tBaM1Uj,Early Career Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Match between hypotheses and data not clear; Errors so bad that my friend had to start over; Other; KTFJ1OiDrlERNtHGiChNezIqX7tBaM1Uj,NA,3,1,1,Rarely,NA,3
77,,Always,Spelling errors; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,gzXxfIMAYVCdgdM66BE4oalL0o0CVKLX,"Student (Master, PhD,...)",,Always,Spelling errors; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; gzXxfIMAYVCdgdM66BE4oalL0o0CVKLX,NA,1,1,1,Always,NA,1
78,,Never,NA,"No, but my Research assistant is",NA,Early Career Academic,,Never,NA; NA,My research assistant,3,2,2,Never,My research assistant,3
79,,Never,NA,Of course,NA,"Student (Master, PhD,...)",,Never,NA; NA,Me,1,2,2,Never,Me,1
8,,Sometimes,Errors so bad that my friend had to start over,NA,NA,"Student (Master, PhD,...)",,Sometimes,Errors so bad that my friend had to start over; NA,NA,1,2,2,Sometimes,NA,1
80,,Never,NA,Of course,NA,Postdoc or non-ternure track Academic,,Never,NA; NA,Me,2,2,2,Never,Me,2
81,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other,NA,WV75QB1JSHnps88HLKAYVZYtzwOuBsf3XxPsm2pebyO,Postdoc or non-ternure track Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; Other; WV75QB1JSHnps88HLKAYVZYtzwOuBsf3XxPsm2pebyO,NA,2,1,1,Rarely,NA,2
82,,Sometimes,Errors in participants balancing to conditions,NA,NA,Early Career Academic,,Sometimes,Errors in participants balancing to conditions; NA,NA,3,2,2,Sometimes,NA,3
83,,Always,Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over,NA,NA,Postdoc or non-ternure track Academic,,Always,Spelling errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; NA,NA,2,2,2,Always,NA,2
84,,Rarely,Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols,NA,NA,Postdoc or non-ternure track Academic,,Rarely,Some variables or questions asked to participants but not used in the analysis/paper; My friends do not have errors in their protocols; NA,NA,2,2,2,Rarely,NA,2
85,,Always,Spelling errors; Important content errors,NA,NA,Early Career Academic,,Always,Spelling errors; Important content errors; NA,NA,3,2,2,Always,NA,3
86,,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,S1VEVTtMincRoLW,Senior academic,,Sometimes,Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; S1VEVTtMincRoLW,NA,4,1,1,Sometimes,NA,4
87,,Often,Errors in the coding of items; Data preparation was harder than it could have been,NA,NA,Senior academic,,Often,Errors in the coding of items; Data preparation was harder than it could have been; NA,NA,4,2,2,Often,NA,4
88,,Rarely,Spelling errors; Important content errors; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; My friends do not have errors in their protocols; Other,NA,uij8vyfah9Thv73XaKvap7yEEexsaB3HjQwm1uec4znjCUmOxd6j5FMiO7apeeMXD4BSbqlKdLDeJfALkYh3FR9,Postdoc or non-ternure track Academic,,Rarely,Spelling errors; Important content errors; Errors in participants balancing to conditions; Data preparation was harder than it could have been; Match between hypotheses and data not clear; My friends do not have errors in their protocols; Other; uij8vyfah9Thv73XaKvap7yEEexsaB3HjQwm1uec4znjCUmOxd6j5FMiO7apeeMXD4BSbqlKdLDeJfALkYh3FR9,NA,2,1,1,Rarely,NA,2
89,,Often,Important content errors; Errors in participants balancing to conditions; Data not what we expected; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,VNP0XQ5Ya429RAxJcQHLNxJeHma3VSTMi7mdndKdvZMRrcnia2KzXZS5n0SAGuE3I0IsfS3dRGy5m7s8O5N,Postdoc or non-ternure track Academic,,Often,Important content errors; Errors in participants balancing to conditions; Data not what we expected; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; VNP0XQ5Ya429RAxJcQHLNxJeHma3VSTMi7mdndKdvZMRrcnia2KzXZS5n0SAGuE3I0IsfS3dRGy5m7s8O5N,NA,2,1,1,Often,NA,2
9,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,QQwSpAvFKpe0o76TE68ZMTZ39o94BfTgnmVDBF3jQgjVm1SJ,Senior academic,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; QQwSpAvFKpe0o76TE68ZMTZ39o94BfTgnmVDBF3jQgjVm1SJ,NA,4,1,1,Often,NA,4
90,,Never,NA,"No, but my Research assistant is",NA,Postdoc or non-ternure track Academic,,Never,NA; NA,My research assistant,2,2,2,Never,My research assistant,2
91,,Often,Errors in the coding of items; Data not what we expected; Errors so bad that my friend had to start over; Other,NA,MlN6fHk2G6KWqMvOBydDkoQJpcdFulSjYRJrwb3xYsmM3oKxViJ1UqIPd4ickc8gLIBsE3EhsyKITVVzIUVV3BMwSULA,Postdoc or non-ternure track Academic,,Often,Errors in the coding of items; Data not what we expected; Errors so bad that my friend had to start over; Other; MlN6fHk2G6KWqMvOBydDkoQJpcdFulSjYRJrwb3xYsmM3oKxViJ1UqIPd4ickc8gLIBsE3EhsyKITVVzIUVV3BMwSULA,NA,2,1,1,Often,NA,2
92,,Sometimes,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other,NA,saLpz0Zqg0CcCu29ikaAXO0aDWtcoyP,Early Career Academic,,Sometimes,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; Other; saLpz0Zqg0CcCu29ikaAXO0aDWtcoyP,NA,3,1,1,Sometimes,NA,3
93,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,iChRQLX6ltVsRwaaILUNbaFKHDUEfNwqCOgGqYA6HkgklMR9p9VQbBsU3jHUM,Postdoc or non-ternure track Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; iChRQLX6ltVsRwaaILUNbaFKHDUEfNwqCOgGqYA6HkgklMR9p9VQbBsU3jHUM,NA,2,1,1,Rarely,NA,2
94,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Match between hypotheses and data not clear; My friends do not have errors in their protocols,NA,NA,Early Career Academic,,Rarely,Spelling errors; Important content errors; Errors in the coding of items; Data not what we expected; Match between hypotheses and data not clear; My friends do not have errors in their protocols; NA,NA,3,2,2,Rarely,NA,3
95,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other,NA,XSk804RQ4JXkQglItoj056NDe9UTF,Early Career Academic,,Often,Spelling errors; Important content errors; Errors in the coding of items; Errors in participants balancing to conditions; Data not what we expected; Data preparation was harder than it could have been; Match between hypotheses and data not clear; Some variables or questions asked to participants but not used in the analysis/paper; Errors so bad that my friend had to start over; My friends do not have errors in their protocols; Other; XSk804RQ4JXkQglItoj056NDe9UTF,NA,3,1,1,Often,NA,3
